ID,都道府県,JPRA-ID,遺跡群名,遺跡名,地点地区名,文化層石器文化,Latitude,Longitude
328,埼玉県,110328,,新町口遺跡,,,35.85333333,139.7363889
329,埼玉県,110329,,篠谷ツ遺跡,,Ⅲ,35.86444444,139.7263889
330,埼玉県,110330,,天神山遺跡,,,35.82972222,139.7511111
331,埼玉県,110331,,天神山遺跡,,Ⅳ下部～Ⅴ上部,35.82972222,139.7511111
332,埼玉県,110332,,吉岡遺跡,,,35.835,139.7558333
333,埼玉県,110333,,長野中学校校庭（馬場裏遺跡）,,,36.15055556,139.4663889
334,埼玉県,110334,,橋立岩陰遺跡,,,35.99388889,139.0611111
335,埼玉県,110335,,畦の前遺跡,,,35.77722222,139.4491667
336,埼玉県,110336,,東の上遺跡,,,35.78194444,139.4669444
337,埼玉県,110337,,茨山遺跡,第２次,Ⅳ上層,35.79972222,139.4908333
338,埼玉県,110338,,ハケ遺跡,第２次,,35.79472222,139.4458333
339,埼玉県,110339,,ハケ遺跡,第３次,,35.79472222,139.4458333
340,埼玉県,110340,,日向遺跡,,,35.78583333,139.405
341,埼玉県,110341,,本郷東上遺跡,,,35.79333333,139.5208333
342,埼玉県,110342,,海谷遺跡,,Ⅳ上層,35.78638889,139.4333333
343,埼玉県,110343,,海谷遺跡,,,35.78638889,139.4333333
344,埼玉県,110344,,上新井台遺跡,第１次,,35.79583333,139.4433333
345,埼玉県,110345,,上新井台遺跡,第２次,,35.79583333,139.4433333
346,埼玉県,110346,,(仮)笠松遺跡,,,35.76805556,139.3938889
347,埼玉県,110347,,(仮)北入遺跡,,,35.78111111,139.3997222
348,埼玉県,110348,,北久米遺跡,,,35.78027778,139.4561111
349,埼玉県,110349,,清橋遺跡,,Ⅲ層,35.79888889,139.4205556
350,埼玉県,110350,,甲館出遺跡,第１・２次,Ⅳ上層,35.81,139.5375
351,埼玉県,110351,,南山遺跡,,,35.79416667,139.4841667
352,埼玉県,110352,,宮林遺跡,第１次,Ⅳ上層,35.78888889,139.3975
353,埼玉県,110353,,宮林遺跡,,第１文化層,35.78888889,139.3975
354,埼玉県,110354,,宮林遺跡,,第２文化層,35.78888889,139.3975
355,埼玉県,110355,,宮前遺跡,,Ⅳ上層,35.865,139.7030556
356,埼玉県,110356,,宮前遺跡,,Ⅳ上層,35.865,139.7030556
357,埼玉県,110357,,宮前遺跡,,Ⅳ上層,35.865,139.7030556
358,埼玉県,110358,,宮前遺跡,,,35.865,139.7030556
359,埼玉県,110359,,村中遺跡,,,35.78722222,139.4505556
360,埼玉県,110360,,武蔵野遺跡,,,35.80638889,139.4919444
361,埼玉県,110361,,中砂遺跡,,Ⅲ層,35.80083333,139.4247222
362,埼玉県,110362,,中砂遺跡,,Ⅳ上層・Ⅳ下層,35.80083333,139.4247222
363,埼玉県,110363,,西谷戸遺跡,,,35.77166667,139.4094444
364,埼玉県,110364,,西上遺跡,,,35.79111111,139.515
365,埼玉県,110365,,野中遺跡,,,35.79944444,139.4269444
366,埼玉県,110366,,お伊勢山遺跡,台地東部,第１文化層,35.78583333,139.3986111
367,埼玉県,110367,,お伊勢山遺跡,台地東部,第２文化層,35.78583333,139.3986111
368,埼玉県,110368,,お伊勢山遺跡,台地東部,第３文化層,35.78583333,139.3986111
369,埼玉県,110369,,お伊勢山遺跡,,包含層,35.78583333,139.3986111
370,埼玉県,110370,,大堀山館跡,,Ⅳ下層,35.78083333,139.4788889
371,埼玉県,110371,,境窪遺跡,,Ⅲ層,35.78472222,139.4605556
372,埼玉県,110372,,白旗塚遺跡,第２次,Ⅲ下～Ⅳ層,35.795,139.4211111
373,埼玉県,110373,,下安松遺跡,,,35.78666667,139.4977778
374,埼玉県,110374,,城西の上遺跡,第１次,Ⅳ上層,35.80333333,139.5233333
375,埼玉県,110375,,砂川遺跡,Ａ地点,,35.79638889,139.4116667
376,埼玉県,110376,,砂川遺跡,Ｆ地点,,35.79638889,139.4116667
377,埼玉県,110377,,砂川遺跡,第４次,,35.79638889,139.4116667
378,埼玉県,110378,,砂川遺跡,,,35.79638889,139.4116667
379,埼玉県,110379,,駿河台遺跡,,,35.81694444,139.4852778
380,埼玉県,110380,,駿河台遺跡,第１次,,35.81694444,139.4852778
381,埼玉県,110381,,駿河台遺跡,,,35.81694444,139.4852778
382,埼玉県,110382,,駿河台遺跡,第１次,,35.81694444,139.4852778
383,埼玉県,110383,,駿河台遺跡,第２次,,35.82611111,139.4755556
384,埼玉県,110384,,高峰遺跡,,,35.78083333,139.4269444
385,埼玉県,110385,,武野原遺跡,,,35.81444444,139.4930556
386,埼玉県,110386,,後内手遺跡,第１次,Ⅳ上層,35.7875,139.4166667
387,埼玉県,110387,,和田遺跡,第11次,Ⅴ～Ⅵ層,35.78916667,139.5094444
388,埼玉県,110388,,和田遺跡,第９次,,35.78916667,139.5094444
389,埼玉県,110389,,和田遺跡,第16次,,35.78916667,139.5094444
390,埼玉県,110390,,和田遺跡,第18次,,35.78916667,139.5094444
391,埼玉県,110391,,和田遺跡,第20次,Ⅳ下層,35.78916667,139.5094444
392,埼玉県,110392,,和田遺跡,第27次,,35.78916667,139.5094444
393,埼玉県,110393,,山下後遺跡,第１次,Ⅲ下～Ⅳ層,35.78666667,139.4580556
394,埼玉県,110394,,山下後遺跡,第６次,,35.78666667,139.4580556
395,埼玉県,110395,,山下後遺跡,第３次,,35.78666667,139.4580556
396,埼玉県,110396,,山下後遺跡,第５次,Ⅳ上層,35.78666667,139.4580556
397,埼玉県,110397,,屋敷前遺跡,第１次,Ⅲ層,35.805,139.5072222
398,埼玉県,110398,,吉野遺跡,,,35.79111111,139.5975
399,埼玉県,110399,,吉野遺跡,,,35.79111111,139.5975
400,埼玉県,110400,,膳棚遺跡,,,35.78944444,139.4441667
401,埼玉県,110401,,旭原遺跡,,,35.97916667,139.3247222
402,埼玉県,110402,,小岩井渡場遺跡,,,35.86333333,139.2716667
403,埼玉県,110403,,中台遺跡,,,35.85888889,139.3375
404,埼玉県,110404,,中矢下Ａ遺跡,,,35.84583333,139.3108333
405,埼玉県,110405,,屋渕遺跡,,,35.86138889,139.3363889
406,埼玉県,110406,,夕日ノ沢遺跡,,,35.84611111,139.3094444
407,埼玉県,110407,,浅見山Ⅰ遺跡,,,36.21861111,139.1772222
408,埼玉県,110408,,西冨田・四方田条里遺跡,,,36.22666667,139.1616667
409,埼玉県,110409,,将監塚遺跡,,,36.22027778,139.1433333
410,埼玉県,110410,,古吉海道遺跡,第２次調査区,包含層,36.01555556,139.4283333
411,埼玉県,110411,,原宿遺跡,,表採,36.07416667,139.4091667
412,埼玉県,110412,,雷原遺跡,,表採,36.08555556,139.4
413,埼玉県,110413,,岩鼻遺跡,,包含層,36.04777778,139.4113889
414,埼玉県,110414,,上川入遺跡,,,36.02083333,139.4152778
415,埼玉県,110415,,雉子山遺跡,,包含層,36.02916667,139.3786111
416,埼玉県,110416,,中山遺跡,,表採,36.07111111,139.4091667
417,埼玉県,110417,,青鳥城跡,,包含層,36.0325,139.3780556
418,埼玉県,110418,,桜山古墳群,,,35.99416667,139.3905556
419,埼玉県,110419,,山王裏遺跡,,,36.02416667,139.4147222
420,埼玉県,110420,,立野遺跡,,包含層,35.98611111,139.3813889
421,埼玉県,110421,,坊荒句遺跡,,,35.98916667,139.7236111
422,埼玉県,110422,,坊荒句遺跡,２次,Ⅲ～Ⅶ,35.99083333,139.7208333
423,埼玉県,110423,,坊荒句遺跡,２次,,35.99083333,139.7208333
424,埼玉県,110424,,坊荒句北遺跡,２次,ソフトロームから黒色帯,35.99083333,139.7208333
425,埼玉県,110425,,花積38号遺跡,,,35.9675,139.7141667
426,埼玉県,110426,,花積内谷耕地遺跡,３次,,35.96638889,139.7155556
427,埼玉県,110427,,花積内谷耕地遺跡,５次,ソフトローム直上,35.96638889,139.7155556
428,埼玉県,110428,,竹之下遺跡,,,35.9975,139.7247222
429,埼玉県,110429,,立山遺跡,,ソフトローム下部からハードローム上層,35.99194444,139.7180556
430,埼玉県,110430,,慈恩寺原西遺跡,,ハードロームから黒色帯,35.96888889,139.7125
431,埼玉県,110431,,東久保遺跡,,表採,35.86333333,139.3777778
432,埼玉県,110432,,上中原遺跡,,表採,35.86277778,139.4194444
433,埼玉県,110433,,丸山遺跡,,包含層,35.88916667,139.4041667
434,埼玉県,110434,,森ノ上西遺跡,,表採,35.87055556,139.3972222
435,埼玉県,110435,,中原遺跡,,,35.85583333,139.4216667
436,埼玉県,110436,,西久保遺跡,Ａ区,Ⅰ期,35.86583333,139.3777778
437,埼玉県,110437,,西久保遺跡,Ａ区,Ⅱ期,35.86583333,139.3777778
438,埼玉県,110438,,下双木遺跡,,表採,35.87944444,139.3963889
439,埼玉県,110439,,谷田遺跡,,,36.20333333,139.5847222
440,埼玉県,110440,,大道遺跡,,Ⅲ,36.17611111,139.3963889
441,埼玉県,110441,,内谷遺跡,,,36.17833333,139.5902778
442,埼玉県,110442,,中三谷遺跡,,,36.07,139.5213889
443,埼玉県,110443,,新屋敷遺跡,Ｃ区,,36.06472222,139.5180556
444,埼玉県,110444,,新屋敷遺跡,Ｄ区,,36.06472222,139.5180556
445,埼玉県,110445,,古井戸遺跡,,包含層,36.21805556,139.1391667
446,埼玉県,110446,,権現堂北遺跡,,包含層,36.1175,139.2952778
447,埼玉県,110447,,東原遺跡,,,36.14694444,139.2566667
448,埼玉県,110448,,石蒔遺跡,Ａ地点,,36.20527778,139.1988889
449,埼玉県,110449,,城の内遺跡,,包含層,36.20583333,139.1552778
450,埼玉県,110450,,北坂遺跡,,包含層,36.17416667,139.1947222
451,埼玉県,110451,,北篠場遺跡,,包含層,36.12083333,139.2994444
452,埼玉県,110452,,万願寺遺跡,,,36.11972222,139.3055556
453,埼玉県,110453,,宮林遺跡,,,36.13944444,139.2522222
454,埼玉県,110454,,水久保遺跡,,,36.19111111,139.2252778
455,埼玉県,110455,,宮入遺跡,,,36.1075,139.2741667
456,埼玉県,110456,,荷鞍ヶ谷戸遺跡,,,36.1225,139.305
457,埼玉県,110457,,西谷遺跡,,,36.19111111,139.2233333
458,埼玉県,110458,,沢口遺跡,,,36.145,139.2766667
459,埼玉県,110459,,白草遺跡,,ソフトローム,36.12194444,139.2988889
460,埼玉県,110460,,四反歩遺跡,,,36.12166667,139.2994444
461,埼玉県,110461,,天沼遺跡,第１次調査,,35.94027778,139.5552778
462,埼玉県,110462,,天沼遺跡,第２次調査,,35.94027778,139.5552778
463,埼玉県,110463,,天沼遺跡,第３次調査,,35.94027778,139.5552778
464,埼玉県,110464,,畔吉遺跡,第２次調査,ソフトローム,35.95805556,139.5419444
465,埼玉県,110465,,袋Ⅰ遺跡,,第２層,35.97944444,139.545
466,埼玉県,110466,,稲荷台遺跡,,,35.93805556,139.5533333
467,埼玉県,110467,,十二番耕地遺跡,,,35.97027778,139.6233333
468,埼玉県,110468,,柏座遺跡,第３次調査,ソフト～ハードローム,35.97361111,139.5825
469,埼玉県,110469,,前戸崎遺跡,,第Ⅲ層,35.93888889,139.5961111
470,埼玉県,110470,,中妻三丁目遺跡,,,35.98416667,139.5688889
471,埼玉県,110471,,三番耕地遺跡,,,35.96222222,139.6222222
472,埼玉県,110472,,宿東Ⅴ遺跡,,,35.94666667,139.5533333
473,埼玉県,110473,,寺東遺跡,,ソフトローム,35.97027778,139.5683333
474,埼玉県,110474,,殿山遺跡,第１次調査,,35.96333333,139.5405556
475,埼玉県,110475,,殿山遺跡,第２次調査,,35.96333333,139.5405556
476,埼玉県,110476,,谷津下Ⅰ遺跡,,第Ⅲ～Ⅳ層,35.98416667,139.6122222
477,埼玉県,110477,,在家遺跡,第１次調査,ソフトローム,35.95527778,139.5522222
478,埼玉県,110478,,坂東山遺跡,第３次調査区,第Ⅳ層上部,35.84694444,139.3652778
479,埼玉県,110479,,坂東山遺跡,第１次・２次調査区,包含層,35.84694444,139.3652778
480,埼玉県,110480,,坂東山遺跡,,,35.84694444,139.3652778
481,埼玉県,110481,,東武蔵野遺跡,,,35.80638889,139.3408333
482,埼玉県,110482,,南内野遺跡,,,35.80888889,139.3341667
483,埼玉県,110483,,カジヤカイト遺跡,,,35.8225,139.3666667
484,埼玉県,110484,,丸山遺跡,,,35.83666667,139.3713889
485,埼玉県,110485,,宮地遺跡,,ソフトローム,35.85444444,139.3711111
486,埼玉県,110486,,中畑遺跡,,,35.81972222,139.3575
487,埼玉県,110487,,中池遺跡,,,35.84888889,139.3533333
488,埼玉県,110488,,中桂遺跡,,,35.79472222,139.3361111
489,埼玉県,110489,,中野遺跡,,,35.83444444,139.3794444
490,埼玉県,110490,,西武蔵野遺跡,,,35.79805556,139.3241667
491,埼玉県,110491,,登戸遺跡,,,35.80888889,139.3208333
492,埼玉県,110492,,御誉田遺跡遺跡,,,35.81277778,139.3386111
493,埼玉県,110493,,狭山台遺跡,,,35.80638889,139.3736111
494,埼玉県,110494,,狭山際遺跡,,,35.78638889,139.3747222
495,埼玉県,110495,,若宮遺跡,,,35.84194444,139.3827778
496,埼玉県,110496,,箭ノ根遺跡,,,35.81388889,139.3375
497,埼玉県,110497,,里字北谷第１遺跡,,第Ⅳ層上部文化層,35.8375,139.7375
498,埼玉県,110498,,里字北谷第１遺跡,,第Ⅳ層下部文化層,35.8375,139.7375
499,埼玉県,110499,,浦寺遺跡,,Ⅳ,35.83972222,139.7425
500,埼玉県,110500,,平沢・原畑遺跡,第８地点,包含層,35.79333333,139.5994444
501,埼玉県,110501,,越戸遺跡,第２地点,第Ⅳ～第Ⅵ層,35.79166667,139.6002778
502,埼玉県,110502,,道合・立出遺跡,第１地点,第Ⅲ層,35.825,139.5858333
503,埼玉県,110503,,宮台・宮原遺跡,第２地点,第Ⅳ層,35.80666667,139.6047222
504,埼玉県,110504,,宮台・宮原遺跡,第７地点,,35.80666667,139.6047222
505,埼玉県,110505,,向山遺跡,,第Ⅳ・Ⅴ層,35.80638889,139.6055556
506,埼玉県,110506,,向山遺跡,第３･４･７･10地点,包含層,35.80638889,139.6055556
507,埼玉県,110507,,中道・岡台遺跡,第１地点,第Ⅲ･Ⅳ･Ⅳ下・Ⅴ・Ⅶ層,35.81083333,139.5975
508,埼玉県,110508,,中道・岡台遺跡,第３地点,包含層,35.81083333,139.5975
509,埼玉県,110509,,岡・向山遺跡,,,35.81055556,139.6
510,埼玉県,110510,,泉水山・冨士谷遺跡,第３地区,第Ⅳ層,35.80805556,139.5819444
511,埼玉県,110511,,泉水山・冨士谷遺跡,第４地区,第Ⅲ層～第Ⅹ層層,35.80805556,139.5819444
512,埼玉県,110512,,泉水山・冨士谷遺跡,第６地区,第Ⅲ層～第Ⅹ層,35.80805556,139.5819444
513,埼玉県,110513,,泉水山・冨士谷遺跡,第７地区,第Ⅶ層～Ⅹ層,35.80805556,139.5819444
514,埼玉県,110514,,泉水山・冨士谷遺跡,第８地区,第Ⅳ層～第Ⅵ層,35.80805556,139.5819444
515,埼玉県,110515,,泉水山・冨士谷遺跡,第９地区,第Ⅳ下層,35.80805556,139.5819444
516,埼玉県,110516,,泉水山・冨士谷遺跡,第11地区,第Ⅲ層、第Ⅳ層,35.80805556,139.5819444
517,埼玉県,110517,,泉水山・冨士谷遺跡,第12地区,第Ⅵ層,35.80805556,139.5819444
518,埼玉県,110518,,泉水山・冨士谷遺跡,第13地区,第Ⅴ層,35.80805556,139.5819444
519,埼玉県,110519,,泉水山・冨士谷遺跡,第14地区,第Ⅳ層,35.80805556,139.5819444
520,埼玉県,110520,,泉水山・冨士谷遺跡,第16地区,第Ⅲ層～第Ⅸ層(5つの文化層),35.80805556,139.5819444
521,埼玉県,110521,,泉水山・冨士谷遺跡,第18地区,第Ⅳ層,35.80805556,139.5819444
522,埼玉県,110522,,泉水山・冨士谷遺跡,第20地区,第Ⅳ層,35.80805556,139.5819444
523,埼玉県,110523,,泉水山・冨士谷遺跡,第25地区,第Ⅲ層・第Ⅳ層(2つの文化層),35.80805556,139.5819444
524,埼玉県,110524,,泉水山・冨士谷遺跡,第31地区,第Ⅲ層,35.80805556,139.5819444
525,埼玉県,110525,,泉水山・冨士谷遺跡,第35地区,第Ⅲ層,35.80805556,139.5819444
526,埼玉県,110526,,泉水山・冨士谷遺跡,第37地区,第Ⅳ層,35.80805556,139.5819444
527,埼玉県,110527,,泉水山・冨士谷遺跡,第43地区,第Ⅴ層,35.80805556,139.5819444
528,埼玉県,110528,,泉水山・冨士谷遺跡,第46地区,第Ⅳ層・第Ⅴ層,35.80805556,139.5819444
529,埼玉県,110529,,泉水山・冨士谷遺跡,第47地区,第Ⅳ層下部,35.80805556,139.5819444
530,埼玉県,110530,,泉水山・冨士谷遺跡,第50地区,第Ⅳ層,35.80805556,139.5819444
531,埼玉県,110531,,泉水山・冨士谷遺跡,第53地区,第Ⅳ～第Ⅵ層,35.80805556,139.5819444
532,埼玉県,110532,,泉水山・冨士谷遺跡,第56地区,第Ⅳ層～第Ⅶ層,35.80805556,139.5819444
533,埼玉県,110533,,泉水山・冨士谷遺跡,第57地区,第Ⅳ層・第Ⅶ層,35.80805556,139.5819444
534,埼玉県,110534,,泉水山・冨士谷遺跡,第58地区,第Ⅳ層～第Ⅵ層,35.80805556,139.5819444
535,埼玉県,110535,,泉水山・冨士谷遺跡,第60地区,第Ⅳ層・第Ⅴ層,35.80805556,139.5819444
536,埼玉県,110536,,泉水山・冨士谷遺跡,第62地区,第Ⅳ層,35.80805556,139.5819444
537,埼玉県,110537,,泉水山・冨士谷遺跡,第63地区,第Ⅲ層,35.80805556,139.5819444
538,埼玉県,110538,,泉水山・冨士谷遺跡,第68地区,第Ⅲ･Ⅳ層,35.80805556,139.5819444
539,埼玉県,110539,,泉水山・冨士谷遺跡,第69地区,第Ⅲ～Ⅳ層,35.80805556,139.5819444
540,埼玉県,110540,,泉水山・冨士谷遺跡,第71地区,第Ⅲ～Ⅴ層,35.80805556,139.5819444
541,埼玉県,110541,,泉水山・冨士谷遺跡,第72地区,第Ⅶ～Ⅸ層,35.80805556,139.5819444
542,埼玉県,110542,,泉水山・冨士谷遺跡,第73地区,第Ⅲ～Ⅳ層,35.80805556,139.5819444
543,埼玉県,110543,,泉水山・冨士谷遺跡,第75地区,第Ⅲ層・第Ⅳ～Ⅴ層,35.80805556,139.5819444
544,埼玉県,110544,,泉水山・冨士谷遺跡,第78地区,第Ⅲ～Ⅳ層,35.80805556,139.5819444
545,埼玉県,110545,,諏訪原・中道遺跡,第１地点,第Ⅲ層,35.80583333,139.595
546,埼玉県,110546,,中野遺跡,第25地点,包含層,35.83388889,139.5719444
547,埼玉県,110547,,中野遺跡,第49地点,第Ⅳ層下部,35.83388889,139.5719444
548,埼玉県,110548,,西原大塚遺跡,第54地点,包含層,35.8225,139.5622222
549,埼玉県,110549,,西原大塚遺跡,第110地点,第Ⅲ～Ⅳ層,35.8225,139.5622222
550,埼玉県,110550,,城山遺跡,第42地点,第Ⅳ層上部,35.83194444,139.57
551,埼玉県,110551,,城山遺跡,第42地点,第Ⅶ層,35.83194444,139.57
552,埼玉県,110552,丸山台遺跡群,義名山遺跡,,第Ⅳ層,35.78638889,139.6158333
553,埼玉県,110553,,午王山遺跡,４次調査区,第Ⅲ層,35.79555556,139.6266667
554,埼玉県,110554,,午王山遺跡,６次調査区,第Ⅳ層,35.79555556,139.6266667
555,埼玉県,110555,,花ノ木遺跡,,第１文化層,35.79861111,139.6172222
556,埼玉県,110556,,花ノ木遺跡,,第２文化層,35.79861111,139.6172222
557,埼玉県,110557,,花ノ木遺跡,,第３文化層,35.79861111,139.6172222
558,埼玉県,110558,,仏ノ木遺跡,第２次調査区,第Ⅶ・Ⅸ層,35.79166667,139.6227778
559,埼玉県,110559,,市場上遺跡,第２次調査区,第Ⅳ上層,35.7875,139.6277778
560,埼玉県,110560,,柿ノ木坂遺跡,西区,第１文化層,35.79361111,139.615
561,埼玉県,110561,,柿ノ木坂遺跡,西区,第２文化層,35.79361111,139.615
562,埼玉県,110562,,柿ノ木坂遺跡,東区,第１文化層,35.79361111,139.615
563,埼玉県,110563,,柿ノ木坂遺跡,東区,第２文化層,35.79361111,139.615
564,埼玉県,110564,丸山台遺跡群,丸山台遺跡,,第Ⅲ下・Ⅳ・Ⅳ下層,35.78583333,139.6141667
565,埼玉県,110565,,丸山台遺跡,,,35.78583333,139.6141667
566,埼玉県,110566,,水久保遺跡,,第Ⅳ下層,35.79027778,139.6163889
567,埼玉県,110567,,白子宿上遺跡,第４次調査区,第Ⅵ層・Ⅸ層,35.78,139.6211111
568,埼玉県,110568,,白子宿上遺跡,,表採,35.78,139.6211111
569,埼玉県,110569,,城山南遺跡,第１次調査区,第Ⅳ・Ⅴ層,35.785,139.6155556
570,埼玉県,110570,,城山南遺跡,第３次調査区,第Ⅴ層,35.785,139.6155556
571,埼玉県,110571,,四ツ木遺跡遺跡,第３次調査区,第Ⅳ層,35.77361111,139.6252778
572,埼玉県,110572,,道場遺跡,AE04区,第Ⅲ・Ⅳ・Ⅴ層,35.77111111,139.5616667
573,埼玉県,110573,,八石遺跡,,包含層,35.76638889,139.5583333
574,埼玉県,110574,,市場坂遺跡,,第Ⅳ層,35.78083333,139.5794444
575,埼玉県,110575,,市場坂遺跡,Ａ地区第1地点,第Ⅲ・Ⅳ・Ⅴ・Ⅶ・Ⅸ層,35.78083333,139.5794444
576,埼玉県,110576,,一両山遺跡,,包含層,35.7575,139.5458333
577,埼玉県,110577,,池田遺跡,Ａ地点,第Ⅲ層,35.77166667,139.5730556
578,埼玉県,110578,,池田遺跡,Ｂ地点,第Ⅲ(細石刃)・Ⅳ層(Ⅳ下段階),35.77166667,139.5730556
579,埼玉県,110579,,嵯峨山遺跡,５地点,第Ⅲ層,35.77555556,139.5597222
580,埼玉県,110580,,嵯峨山遺跡,３地点,第Ⅲ・Ⅳ層,35.77555556,139.5597222
581,埼玉県,110581,,嵯峨山遺跡,６地点,包含層,35.77555556,139.5597222
582,埼玉県,110582,,澤遺跡,,表採,35.77416667,139.5744444
583,埼玉県,110583,,新開遺跡,,第Ⅳ層,35.81361111,139.5577778
584,埼玉県,110584,,新開遺跡,第3地点,第Ⅲ・Ⅳ・Ⅴ・Ⅶ・Ⅸ層,35.81361111,139.5577778
585,埼玉県,110585,,本村遺跡,,,36.02055556,139.5844444
586,埼玉県,110586,,楽上遺跡,,,35.98472222,139.5338889
587,埼玉県,110587,,砂ヶ谷戸Ⅰ遺跡,,,35.99083333,139.5358333
588,埼玉県,110588,,砂ヶ谷戸Ⅱ遺跡,,,35.98666667,139.5344444
589,埼玉県,110589,,滝の宮坂遺跡,,,35.99416667,139.5413889
590,埼玉県,110590,,殿山南遺跡,,,36.00555556,139.5444444
591,埼玉県,110591,,足利遺跡,,,36.07333333,139.6686111
592,埼玉県,110592,,道合中道遺跡,第２次発掘調査,,36.07305556,139.6663889
593,埼玉県,110593,,高輪寺遺跡,,ソフトローム,36.06527778,139.6883333
